10955	Pingente do Fogo+10	Não pode ser refinado ou negociado.
10956	Pingente do Gelo+10	Não pode ser refinado ou negociado.
10957	Pingente do Vento+10	Não pode ser refinado ou negociado.
10958	Pingente do Trovão+10	Não pode ser refinado ou negociado.
10959	Pingente da Terra+10	Não pode ser refinado ou negociado.
10960	Pingente das Trevas+10	Não pode ser refinado ou negociado.
79639	Catalisador EC. Arma 5*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armas em 20%.	
79640	Catalisador EC. Elmo 1*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de elmos em 1%.	
79641	Catalisador EC. Elmo 2*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de elmos em 2%.	
79642	Catalisador EC. Elmo 3*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de elmos em 5%.	
79643	Catalisador EC. Elmo 4*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de elmos em 10%.	
79644	Catalisador EC. Elmo 5*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de elmos em 20%.	
79645	Catalis. EC. Armadura 1*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armaduras em 1%.	
79646	Catalis. EC. Armadura 2*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armaduras em 2%.	
79647	Catalis. EC. Armadura 3*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armaduras em 5%.	
79648	Catalis. EC. Armadura 4*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armaduras em 10%.	
79649	Catalis. EC. Armadura 5*	Aumenta a chance de sucesso ao manufaturar efeito de conjunto de armaduras em 20%.	
79650	Catalisador Luvas 1*	Aumenta a chance de sucesso ao manufaturar luvas em 1%.	
79651	Catalisador Luvas 2*	Aumenta a chance de sucesso ao manufaturar luvas em 2%.	
79652	Catalisador Luvas 3*	Aumenta a chance de sucesso ao manufaturar luvas em 5%.	
79653	Catalisador Luvas 4*	Aumenta a chance de sucesso ao manufaturar luvas em 10%.	
79654	Catalisador Luvas 5*	Aumenta a chance de sucesso ao manufaturar luvas em 20%.	
79655	Catalisador Pet 1*	Aumenta a chance de sucesso ao manufaturar pets em 1%.	
79656	Catalisador Pet 2*	Aumenta a chance de sucesso ao manufaturar pets em 2%.	
79657	Catalisador Pet 3*	Aumenta a chance de sucesso ao manufaturar pets em 5%.	
79658	Catalisador Pet 4*	Aumenta a chance de sucesso ao manufaturar pets em 10%.	
79659	Catalisador Pet 5*	Aumenta a chance de sucesso ao manufaturar pets em 20%.	
79666	Localizador de Monstros	Ao usar, mostrará o local de invocação dos monstros. Clique em Enciclopédia de Monstros, clique no monstro cuja localização deseja verificar e clique no botão com a Lupa.	
79667	Guia de NPC	Ao usar, ativa o Guia de NPC que transformar o mapa em Guia de NPC.	
79668	Pedra do Teleporte	Ao usar, será movido para o local selecionado do mapa.	Negociável
79669	Pedra do Teleporte	Ao usar, será movido para o local selecionado do mapa.	Não pode ser negociado
79670	Floresta Jokui#1	Pedaço do mapa da Floresta Jokui | Colete todos os 5 pedaços e leve ao Baek Go.	
79671	Floresta Jokui#2	Pedaço do mapa da Floresta Jokui | Colete todos os 5 pedaços e leve ao Baek Go.	
79672	Floresta Jokui#3	Pedaço do mapa da Floresta Jokui | Colete todos os 5 pedaços e leve ao Baek Go.	
79673	Floresta Jokui#4	Pedaço do mapa da Floresta Jokui | Colete todos os 5 pedaços e leve ao Baek Go.	
79674	Floresta Jokui#5	Pedaço do mapa da Floresta Jokui | Colete todos os 5 pedaços e leve ao Baek Go.	
79675	Deserto Sawan#1	Pedaço do mapa do Deserto Sawan | Colete todos os 5 pedaços e leve ao Baek Go.	
79676	Deserto Sawan#2	Pedaço do mapa do Deserto Sawan | Colete todos os 5 pedaços e leve ao Baek Go.	
79677	Deserto Sawan#3	Pedaço do mapa do Deserto Sawan | Colete todos os 5 pedaços e leve ao Baek Go.	
79678	Deserto Sawan#4	Pedaço do mapa do Deserto Sawan | Colete todos os 5 pedaços e leve ao Baek Go.	
79679	Deserto Sawan#5	Pedaço do mapa do Deserto Sawan | Colete todos os 5 pedaços e leve ao Baek Go.	
79680	Sawang#1	Pedaço do mapa de Sawang | Colete todos os 5 pedaços e leve ao Baek Go.	
79681	Sawang#2	Pedaço do mapa de Sawang | Colete todos os 5 pedaços e leve ao Baek Go.	
79682	Sawang#3	Pedaço do mapa de Sawang | Colete todos os 5 pedaços e leve ao Baek Go.	
79683	Sawang#4	Pedaço do mapa de Sawang | Colete todos os 5 pedaços e leve ao Baek Go.	
79684	Sawang#5	Pedaço do mapa de Sawang | Colete todos os 5 pedaços e leve ao Baek Go.	
79685	Gruta Gomi (1A)#1	Pedaço do mapa da Gruta Gomi (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79686	Gruta Gomi (1A)#2	Pedaço do mapa da Gruta Gomi (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79687	Gruta Gomi (1A)#3	Pedaço do mapa da Gruta Gomi (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79688	Gruta Gomi (1A)#4	Pedaço do mapa da Gruta Gomi (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79689	Gruta Gomi (1A)#5	Pedaço do mapa da Gruta Gomi (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79690	Gruta Gomi (2A)#1	Pedaço do mapa da Gruta Gomi (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79691	Gruta Gomi (2A)#2	Pedaço do mapa da Gruta Gomi (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79692	Gruta Gomi (2A)#3	Pedaço do mapa da Gruta Gomi (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79693	Gruta Gomi (2A)#4	Pedaço do mapa da Gruta Gomi (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79694	Gruta Gomi (2A)#5	Pedaço do mapa da Gruta Gomi (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79695	Gruta Chun (1A)#1	Pedaço do mapa da Gruta Chun (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79696	Gruta Chun (1A)#2	Pedaço do mapa da Gruta Chun (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79697	Gruta Chun (1A)#3	Pedaço do mapa da Gruta Chun (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79698	Gruta Chun (1A)#4	Pedaço do mapa da Gruta Chun (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79699	Gruta Chun (1A)#5	Pedaço do mapa da Gruta Chun (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79700	Gruta Chun (2A)#1	Pedaço do mapa da Gruta Chun (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79701	Gruta Chun (2A)#2	Pedaço do mapa da Gruta Chun (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79702	Gruta Chun (2A)#3	Pedaço do mapa da Gruta Chun (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79703	Gruta Chun (2A)#4	Pedaço do mapa da Gruta Chun (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79704	Gruta Chun (2A)#5	Pedaço do mapa da Gruta Chun (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79705	Gruta HaSondon#1	Pedaço do mapa da Gruta HaSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79706	Gruta HaSondon#2	Pedaço do mapa da Gruta HaSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79707	Gruta HaSondon#3	Pedaço do mapa da Gruta HaSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79708	Gruta HaSondon#4	Pedaço do mapa da Gruta HaSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79709	Gruta HaSondon#5	Pedaço do mapa da Gruta HaSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79710	Gruta JunSondon#1	Pedaço do mapa da Gruta JunSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79711	Gruta JunSondon#2	Pedaço do mapa da Gruta JunSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79712	Gruta JunSondon#3	Pedaço do mapa da Gruta JunSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79713	Gruta JunSondon#4	Pedaço do mapa da Gruta JunSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79714	Gruta JunSondon#5	Pedaço do mapa da Gruta JunSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79715	Gruta SanSondon#1	Pedaço do mapa da Gruta SanSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79716	Gruta SanSondon#2	Pedaço do mapa da Gruta SanSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79717	Gruta SanSondon#3	Pedaço do mapa da Gruta SanSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79718	Gruta SanSondon#4	Pedaço do mapa da Gruta SanSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79719	Gruta SanSondon#5	Pedaço do mapa da Gruta SanSondon | Colete todos os 5 pedaços e leve ao Baek Go.	
79725	Gruta Gomi (3A)#1	Pedaço do mapa da Gruta Gomi (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79726	Gruta Gomi (3A)#2	Pedaço do mapa da Gruta Gomi (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79727	Gruta Gomi (3A)#3	Pedaço do mapa da Gruta Gomi (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79728	Gruta Gomi (3A)#4	Pedaço do mapa da Gruta Gomi (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79729	Gruta Gomi (3A)#5	Pedaço do mapa da Gruta Gomi (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79730	Templo Ochao#1	Pedaço do mapa do Templo Ochao | Colete todos os 5 pedaços e leve ao Baek Go.	
79731	Templo Ochao#2	Pedaço do mapa do Templo Ochao | Colete todos os 5 pedaços e leve ao Baek Go.	
79732	Templo Ochao#3	Pedaço do mapa do Templo Ochao | Colete todos os 5 pedaços e leve ao Baek Go.	
79733	Templo Ochao#4	Pedaço do mapa do Templo Ochao | Colete todos os 5 pedaços e leve ao Baek Go.	
79734	Templo Ochao#5	Pedaço do mapa do Templo Ochao | Colete todos os 5 pedaços e leve ao Baek Go.	
79735	Gruta Chun (FT)#1	Pedaço do mapa da Gruta Chun (Fenda Temporal) | Colete todos os 5 pedaços e leve ao Baek Go.	
79736	Gruta Chun (FT)#2	Pedaço do mapa da Gruta Chun (Fenda Temporal) | Colete todos os 5 pedaços e leve ao Baek Go.	
79737	Gruta Chun (FT)#3	Pedaço do mapa da Gruta Chun (Fenda Temporal) | Colete todos os 5 pedaços e leve ao Baek Go.	
79738	Gruta Chun (FT)#4	Pedaço do mapa da Gruta Chun (Fenda Temporal) | Colete todos os 5 pedaços e leve ao Baek Go.	
79739	Gruta Chun (FT)#5	Pedaço do mapa da Gruta Chun (Fenda Temporal) | Colete todos os 5 pedaços e leve ao Baek Go.	
79740	Gruta Chun (DT)#1	Pedaço do mapa da Gruta Chun (Despertar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79741	Gruta Chun (DT)#2	Pedaço do mapa da Gruta Chun (Despertar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79742	Gruta Chun (DT)#3	Pedaço do mapa da Gruta Chun (Despertar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79743	Gruta Chun (DT)#4	Pedaço do mapa da Gruta Chun (Despertar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79744	Gruta Chun (DT)#5	Pedaço do mapa da Gruta Chun (Despertar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79745	Caverna Gnoll (1A)#1	Pedaço do mapa da Caverna Gnoll (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79746	Caverna Gnoll (1A)#2	Pedaço do mapa da Caverna Gnoll (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79747	Caverna Gnoll (1A)#3	Pedaço do mapa da Caverna Gnoll (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79748	Caverna Gnoll (1A)#4	Pedaço do mapa da Caverna Gnoll (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79749	Caverna Gnoll (1A)#5	Pedaço do mapa da Caverna Gnoll (1º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79750	Caverna Gnoll (2A)#1	Pedaço do mapa da Caverna Gnoll (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79751	Caverna Gnoll (2A)#2	Pedaço do mapa da Caverna Gnoll (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79752	Caverna Gnoll (2A)#3	Pedaço do mapa da Caverna Gnoll (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79753	Caverna Gnoll (2A)#4	Pedaço do mapa da Caverna Gnoll (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79754	Caverna Gnoll (2A)#5	Pedaço do mapa da Caverna Gnoll (2º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79755	Caverna Gnoll (3A)#1	Pedaço do mapa da Caverna Gnoll (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79756	Caverna Gnoll (3A)#2	Pedaço do mapa da Caverna Gnoll (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79757	Caverna Gnoll (3A)#3	Pedaço do mapa da Caverna Gnoll (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79758	Caverna Gnoll (3A)#4	Pedaço do mapa da Caverna Gnoll (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79759	Caverna Gnoll (3A)#5	Pedaço do mapa da Caverna Gnoll (3º andar) | Colete todos os 5 pedaços e leve ao Baek Go.	
79760	Arredores T. Serpente#1	Pedaço do mapa dos Arredores do Templo da Serpente | Colete todos os 5 pedaços e leve ao Baek Go.	
79761	Arredores T. Serpente#2	Pedaço do mapa dos Arredores do Templo da Serpente | Colete todos os 5 pedaços e leve ao Baek Go.	
79762	Arredores T. Serpente#3	Pedaço do mapa dos Arredores do Templo da Serpente | Colete todos os 5 pedaços e leve ao Baek Go.	
79763	Arredores T. Serpente#4	Pedaço do mapa dos Arredores do Templo da Serpente | Colete todos os 5 pedaços e leve ao Baek Go.	
79764	Arredores T. Serpente#5	Pedaço do mapa dos Arredores do Templo da Serpente | Colete todos os 5 pedaços e leve ao Baek Go.	
79765	Caverna Boreal#1	Pedaço do mapa da Caverna Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79766	Caverna Boreal#2	Pedaço do mapa da Caverna Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79767	Caverna Boreal#3	Pedaço do mapa da Caverna Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79768	Caverna Boreal#4	Pedaço do mapa da Caverna Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79769	Caverna Boreal#5	Pedaço do mapa da Caverna Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79770	Gruta Boreal#1	Pedaço do mapa da Gruta Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79771	Gruta Boreal#2	Pedaço do mapa da Gruta Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79772	Gruta Boreal#3	Pedaço do mapa da Gruta Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79773	Gruta Boreal#4	Pedaço do mapa da Gruta Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79774	Gruta Boreal#5	Pedaço do mapa da Gruta Boreal | Colete todos os 5 pedaços e leve ao Baek Go.	
79800	Mapa da Floresta Jokui	Ao usar, o mapa da Floresta Jokui poderá ser totalmente visualizado.	
79801	Mapa do Deserto Sawan	Ao usar, o mapa do Deserto Sawan poderá ser totalmente visualizado.	
79802	Mapa de Sawang	Ao usar, o mapa de Sawang poderá ser totalmente visualizado.	
79803	Mapa da Gruta Gomi 1A	Ao usar, o mapa da Gruta Gomi (1º andar) poderá ser totalmente visualizado.	
79804	Mapa da Gruta Gomi 2A	Ao usar, o mapa da Gruta Gomi (2º andar) poderá ser totalmente visualizado.	
79805	Mapa da Gruta Chun 1A	Ao usar, o mapa da Gruta Chun (1º andar) poderá ser totalmente visualizado.	
79806	Mapa da Gruta Chun 2A	Ao usar, o mapa da Gruta Chun (2º andar) poderá ser totalmente visualizado.	
79807	Mapa da Gruta HaSondon	Ao usar, o mapa da Gruta HaSondon poderá ser totalmente visualizado.	
79808	Mapa da Gruta JunSondon	Ao usar, o mapa da Gruta JunSondon poderá ser totalmente visualizado.	
79809	Mapa da Gruta SanSondon	Ao usar, o mapa da Gruta SanSondon poderá ser totalmente visualizado.	
79810	Mapa da Cav. Demoníaca	Ao usar, o mapa da Cav. Demoníaca poderá ser totalmente visualizado.	
79811	Mapa da Gruta Gomi 3A	Ao usar, o mapa da Gruta Gomi (3º andar) poderá ser totalmente visualizado.	
79812	Mapa do Templo Ochao	Ao usar, o mapa do Templo Ochao poderá ser totalmente visualizado.	
79813	Mapa da Gruta Chun (FT)	Ao usar, o mapa da Gruta Chun (Fenda Temporal) poderá ser totalmente visualizado.	
79814	Mapa da Gruta Chun (DT)	Ao usar, o mapa da Gruta Chun (Despertar) poderá ser totalmente visualizado.	
79815	Mapa da Caverna Gnoll 1A	Ao usar, o mapa da Caverna Gnoll (1º andar) poderá ser totalmente visualizado.	
79816	Mapa da Caverna Gnoll 2A	Ao usar, o mapa da Caverna Gnoll (2º andar) poderá ser totalmente visualizado.	
79817	Mapa da Caverna Gnoll 3A	Ao usar, o mapa da Caverna Gnoll (3º andar) poderá ser totalmente visualizado.	
79818	Mapa do Arr. T. Serpente	Ao usar, o mapa dos Arredores do Templo da Serpente poderá ser totalmente visualizado.	
79819	Mapa da Caverna Boreal	Ao usar, o mapa da Caverna Boreal poderá ser totalmente visualizado.	
79820	Mapa da Gruta Boreal	Ao usar, o mapa da Gruta Boreal poderá ser totalmente visualizado.	
80008	Pepita de Ouro	Pedra bruta muito valiosa.	
81560	Talismã Misterioso+0		
81561	Talismã Misterioso+1		
81562	Talismã Misterioso+2		
81563	Talismã Misterioso+3		
