AFF_LOVE_POINT	Pontos de Amor: %d%%
MERCENARY_MISSION_MAP_DEVILTOWER	Torre Sakita
MERCENARY_MISSION_MAP_SKIPIA	Gruta Chun
MERCENARY_MISSION_MAP_DEVILCATACOMB	Caverna Demoníaca
MERCENARY_MISSION_MAP_SNOW	Torre de Nemere
MERCENARY_MISSION_MAP_FLAME	Purgatório Ardente
MERCENARY_MISSION_MAP_DAWNMIST	Floresta Encantada
MERCENARY_MISSION_MAP_EASTPLAIN	Planície Dongan
MERCENARY_MISSION_MAP_MAZE	Calabouço Misterioso
MERCENARY_MISSION_MAP_SNAKEVALLEY	Vale da Serpente
MERCENARY_MISSION_MAP_SNAKETEMPLE	Templo da Serpente
MERCENARY_MISSION_MAP_WHITECAVE	Caverna Boreal
MERCENARY_MISSION_NAME_PUNITIVE_NONE	Nenhum
MERCENARY_MISSION_NAME_PUNITIVE_LOW	Dominação (baixo)
MERCENARY_MISSION_NAME_PUNITIVE_UPPER	Dominação (alto)
MERCENARY_MISSION_NAME_PUNITIVE_DESTROY	Destruição
MERCENARY_MISSION_NAME_PUNITIVE_EXPLORE	Exploração
MERCENARY_MISSION_STATE_RUN	%s %s em andamento
MERCENARY_MISSION_STATE_COMPLETE_1	%s %s finalizado
MERCENARY_MISSION_STATE_COMPLETE_2	Clique no botão Resultado
MERCENARY_MISSION_STATE_END	Missão finalizada
MERCENARY_MISSION_STATE_GIVEUP	Você não pode refazer uma missão abandonada
MERCENARY_MISSION_STATE_NONE	Envio para missão disponível
MERCENARY_MISSION_BUTTON_GIVEUP	Desistir
MERCENARY_MISSION_BUTTON_RESULT	Resultado
MERCENARY_MISSION_BUTTON_START	Enviar
MERCENARY_CURE_IMMEDIATELY_ASK	Deseja curar %s instantaneamente?
MERCENARY_CURE_IMMEDIATELY_NEED_ITEM	Necessário item Cura Rápida Mercenário
MERCENARY_CURE_DELAY_ASK	Deseja medicar %s?
MERCENARY_CURE_DELAY_NEED_ITEM	Necessário item Medicar Mercenário
MERCENARY_CURE_ALREADY	Este mercenário já está sendo medicado
MERCENARY_CURE_DONE	Mercenário está curado
MERCENARY_CURE_WILL_DONE	Não é possível prosseguir, pois o tratamento está quase concluído
MERCENARY_UNDER_TREATMENT	Em tratamento (%02dh %02dmin restantes)
MERCENARY_CHAT_TIME_CURE_START	O tratamento de %s foi iniciado
MERCENARY_CURE_NOT_INJURY	Este mercenário não está lesionado
TOOLTIP_AFFECT_MERCENARY_MAX_ACTIVE_INCREASE	Vigor Máximo +%d	SA
EQUIPMENT_TITLE_NAME	Equipamentos
EQUIPMENT_CHANGE_PAGE_COOLTIME_FAIL	Tente novamente em instantes
EQUIPMENT_CHANGE_PAGE_SUCCESS	A aba de equipamentos foi alterada
EQUIPMENT_ALREADY_USE_ITEM	Não é possível utilizar
EQUIPMENT_ADDITIONAL_PAGE_ACTIVE	A aba adicional de equipamento foi ativada. Verifique a janela do equipamento.
EQUIPMENT_CANNOT_ADDITIONAL_EQUIPMENT_PAGE	Não é possível trocar de aba enquanto estiver realizando outra ação
EQUIPMENT_CANNOT_ADDITIONAL_EQUIPMENT_PAGE_ITEM	A aba não pode ser trocada pois está equipado com o item incorreto
BELT_RENEWAL_BANN_SIGN	Não foi possível prosseguir
BELT_RENEWAL_INVENTORY_FULL	Não há espaço suficiente em seu inventário
GUILDWINDOW_BUTTON_GUILD_CONTENTS_LIST	Guerras de Guildas
GUILDWINDOW_BUTTON_GUILD_BATTLE	Batalha de Guildas
GUILD_TILE_GUILD_CONTENTS_LIST	Guerras de Guildas
GUILD_CONTENTS_ONGOING	Em progresso
GUILD_TILE_GUILD_BATTLE	Batalha de Guildas
GUILD_BATTLE_ONGOING	Em andamento
GUILD_BATTLE_OTHER_GUILD_ONGOING	Outras guildas estão no meio da batalha
GUILD_BATTLE_LIST_REMAIN_TIME	%s mins. restantes
GUILD_BATTLE_QUALIFICATION	Participe concluindo o Palácio do Rei Dragão\nou utilizando o Passe Batalha de Guildas
MAP_GUILD_BATTLE_BASE	Posto Avançado
MAP_GUILD_BATTLE	Área
GUILD_BATTLE_ENCOURAGE_MESSAGE	<Batalha de Guildas> A batalha será iniciada em %d minutos. A participação da sua guilda foi confirmada, então prepare-se para a batalha.
GUILD_BATTLE_PAGE_START_REMAIN_TIME	Iniciará em %s mins.
GUILD_BATTLE_PAGE_ENTER_REQUIRMENTS	Requisitos p/ entrar
GUILD_BATTLE_USE_SCROLL	Deseja se inscrever para a Batalha de Guildas?
GUILD_BATTLE_CAN_NOT_USE_TICKET_MESSAGE	<Batalha de Guildas> A inscrição já foi feita.
GUILD_BATTLE_APPLY_SUCCESS_MESSAGE	<Batalha de Guildas> A guilda foi inscrita para participar da Batalha de Guildas.
GUILD_BATTLE_CANNOT_APPLY_TIME_MESSAGE	<Batalha de Guildas> A inscrição para participação da Batalha de Guildas foi encerrada. Tente novamente na próxima Batalha de Guildas.
GUILD_BATTLE_AREA_UNDER_ATTCK_MESSAGE	<Batalha de Guildas> Há monstros sendo atacados na %s.
MAP_GUILD_BATTLE_OUTPOST	Posto Avançado (Batalha de Guildas)
MAP_GUILD_BATTLE_AREA	Área (Batalha de Guildas)
GUILD_BATTLE_STATUS_BOARD_PK	PK: %d
GUILD_BATTLE_STATUS_BOARD_REMAIN_MONSTER_COUNT	%s: %d/%d
GUILD_BATTLE_REVIVE_USE_SCROLL_MESSAGE	<Batalha de Guildas> Ressuscitou ao utilizar o Perg. da Ressurreição.
GUILD_BATTLE_OUTPOST_REMAIN_TIME	Tempo restante: %s
GUILD_BATTLE_OUTPOST_REMAIN_TIME_FONT	Tahoma:14b
GUILD_BATTLE_AREA_INFO_TEXT	Tempo restante: %s\nMonstros na área: (%d/61)\nAzul(%s) Amar.(%s) Verde(%s) Verm.(%s)
GUILD_BATTLE_AREA_INFO_TEXT_FONT	Tahoma:14b
GUILD_BATTLE_ENTER_MESSAGE	<Batalha de Guildas> Você entrará em breve.
GUILD_BATTLE_START_MESSAGE	<Batalha de Guildas> A Batalha de Guildas começou. Participe clicando em Entrar na interface da Batalha de Guildas.
GUILD_BATTLE_CANNOT_ENTER_MAP_MESSAGE	<Batalha de Guildas> Você só pode entrar estando na Vila Principal ou na Planície Dongan.
GUILD_BATTLE_CANNOT_PARTICIPATION_MESSAGE	<Batalha de Guildas> Você não cumpre os requisitos para participar.
GUILD_BATTLE_ENTER_BUTTON_TOOLTIP	Entrar
GUILD_BATTLE_PERSONAL_REWARD_BUTTON_TOOLTIP	Receber recompensa individual
GUILD_BATTLE_GUILD_REWARD_BUTTON_TOOLTIP	Receber recompensa da Guilda
GUILD_BATTLE_OPEN_REWARD_BOX	Deseja abrir %s?
GUILD_BATTLE_NEED_REWARD_OPEN_KEY_MESSAGE	<Batalha de Guildas> Não possui a Chave do Baú da Vitória. Cace monstros na Batalha de Guildas para adquirir chaves.
GUILD_BATTLE_NOT_ENOUGH_INEVENTORY_MESSAGE	<Batalha de Guildas> Esvazie seu inventário e tente novamente.
GUILD_BATTLE_USE_TICKET_CANCEL_MESSAGE	<Batalha de Guildas> A inscrição foi cancelada.
GUILD_BATTLE_CANNOT_ENTER_JOIN_TIME	<Batalha de Guildas> Ainda não é possível participar. %d minutos restantes.
GUILD_BATTLE_CANNOT_USE_TICKET_NOT_MASTER	<Batalha de Guildas> Apenas o líder da guilda pode utilizá-lo.
GUILD_BATTLE_CANNOT_USE_TICKET_NOT_OPEN	<Batalha de Guildas> Passe Batalha de Guildas não pode ser utilizado.
GUILD_BATTLE_CANNOT_ENTER_NOT_MATCHING_MESSAGE	<Batalha de Guildas> Não foi possível encontrar outra guilda para a batalha. Tente novamente na próxima Batalha de Guildas.
GUILD_BATTLE_ENTER_OUTPOST_BLUE	<Batalha de Guildas> Entrou no time azul. Utilize o portal para ir à área de batalha.
GUILD_BATTLE_ENTER_OUTPOST_YELLOW	<Batalha de Guildas> Entrou no time amarelo. Utilize o portal para ir à área de batalha.
GUILD_BATTLE_ENTER_OUTPOST_GREEN	<Batalha de Guildas> Entrou no time verde. Utilize o portal para ir à área de batalha.
GUILD_BATTLE_ENTER_OUTPOST_RED	<Batalha de Guildas> Entrou no time vermelho. Utilize o portal para ir à área de batalha.
GUILD_BATTLE_ENTER_AREA_MESSAGE	<Batalha de Guildas> Você entrou na %s. Derrote todos os monstros.
GUILD_BATTLE_ENTER_OCCUPY_AREA_MESSAGE	<Batalha de Guildas> Você entrou na %s.
GUILD_BATTLE_OCCUPY_AREA_MESSAGE	<Batalha de Guildas> Ocupou a área. Portais surgiram e monstros serão convocados para proteger a área.
GUILD_BATTLE_OCCUPY_AREA_MESSAGE_IN_OUTPOST	<Batalha de Guildas> %s capturada. Portais surgiram e monstros serão convocados para proteger a área.
GUILD_BATTLE_OCCUPY_AREA_OTHERS_GUILD_MESSAGE	<Batalha de Guildas> A área foi ocupada por outra guilda. Você será movido para o Posto Avançado.
GUILD_BATTLE_USE_MOVE_TICKET_MESSAGE	<Batalha de Guildas> Um Teleporte Área Ocupada foi consumido e você será movido para %s.
GUILD_BATTLE_NOT_ENOUGH_MOVE_TICKET_MESSAGE	<Batalha de Guildas> Não possui Teleporte Área Ocupada.
GUILD_BATTLE_CANNOT_USE_MOVE_TICKET_NOT_OCCUPY_MESSAGE	<Batalha de Guildas> Não pode ser movido porque a área não está ocupada pela sua guilda.
GUILD_BATTLE_CANNOT_USE_PORTAL_NOT_OCCUPY	<Batalha de Guildas> Só pode ser usado em área ocupada pela sua guilda
GUILD_BATTLE_RELOAD_BUTTON_COOLTIME_MESSAGE	<Batalha de Guildas> Por favor, use mais tarde.
GUILD_BATTLE_END_MESSAGE	<Batalha de Guildas> A Batalha de Guildas terminou.
GUILD_BATTLE_END_REMAIN_TIME_MESSAGE	<Batalha de Guildas> A Batalha de Guildas terminará em %d minutos.
GUILD_BATTLE_CANNOT_GET_REWARD_NOT_ENOUGH_INEVENTORY	<Batalha de Guildas> O inventário está cheio e não pode ser recebido.
GUILD_BATTLE_GET_PERSONAL_REWARD_BUFF_MESSAGE	<Batalha de Guildas> O bônus de recompensa individual foi recebido. Confira o ícone de buff.
GUILD_BATTLE_GET_GUILD_REWARD_MESSAGE	<Batalha de Guildas> Os itens da recompensa da Guilda foram entregues. Verifique seu inventário.
GUILD_BATTLE_PK_GUILD_MESSAGE	<Batalha de Guildas> %s derrotou %d membros de outra guilda.
GUILD_BATTLE_MONSTER_KILL_GUILD_MESSAGE	<Batalha de Guildas> %s derrotou %d monstros.
GUILD_BATTLE_DROP_ITEM_BY_REWARD_BOX_MESSAGE	<Batalha de Guildas> Recebeu %s de %s.
GUILD_BATTLE_NOT_ENOUGH_TIME_OF_CREATE_TO_APPLY	<Batalha de Guildas> Não é possível se inscrever para a Batalha de Guildas dentro de 24 horas após a criação da Guilda.
GUILD_BATTLE_RESULT_BOARD_REMAIN_TIME_MESSAGE	Será movido\nem %sins.
GUILD_BATTLE_CMD_FAIL_IMMEDIATELY_START	<Batalha de Guildas> Ao menos duas guildas devem participar para a batalha ser iniciada.
GUILD_BATTLE_PLAYER_KILL	<Batalha de Guildas> Você derrotou membro da guilda %s.
GUILD_BATTLE_DEAD_TO_PLAYER	<Batalha de Guildas> Você foi derrotado por membro da guilda %s.
CANNOT_PVP_MAP_MESSAGE	Não é possível realizar esta ação neste mapa.
CANNOT_ILLUSTRATIONPAGE_WARP	Não é possível utilizar o teleporte da Carta de Monstros neste mapa.
TOOLTIP_AUTO_DAMAGE_POTION_REST	Usos restantes: %d
TOOLTIP_AFFECT_WHITE_DRAGON_BLESS	Usos restantes com 10%% de aumento de dano: %d
TOOLTIP_AFFECT_IRON_DRAGON_BLESS	Usos restantes com 10%% de redução de dano: %d
BATTLE_MAP_NAME_AREA_1	Área 1
BATTLE_MAP_NAME_AREA_2	Área 2
BATTLE_MAP_NAME_AREA_3	Área 3
BATTLE_MAP_NAME_AREA_4	Área 4
BATTLE_MAP_NAME_AREA_5	Área 5
BATTLE_MAP_NAME_AREA_6	Área 6
BATTLE_MAP_NAME_AREA_7	Área 7
BATTLE_MAP_NAME_AREA_8	Área 8
BATTLE_MAP_NAME_AREA_9	Área 9
GUILD_BATTLE_TEAM_NAME_BLUE	Azul
GUILD_BATTLE_TEAM_NAME_YELLOW	Amarelo
GUILD_BATTLE_TEAM_NAME_GREEN	Verde
GUILD_BATTLE_TEAM_NAME_RED	Vermelho
SOLO_RK_CATEGORY_GUILD_BATTLE	Batalha de Guildas
SOLO_RK_CATEGORY_GUILD_BATTLE_TEAM	Time
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_KILL	Player Kill
SOLO_RK_CATEGORY_GUILD_BATTLE_MOB_KILL	Mob Kill
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_DEAD	Mortes
GUILD_BATTLE_PERSONAL_BUFF	Buff da recompensa individual da Batalha de Guildas
GUILD_DISBAND_SUCCESS_MESSAGE	A guilda foi desfeita
LEAVE_FROM_GUILD_SUCCESS_MESSAGE	Você saiu da guilda
GUILD_DISBAND_OR_LEAVE_OR_OUT_FAIL_MESSAGE	Não é possível sair da guilda enquanto a batalha estiver em andamento.
DETAILS_BLOCK_PENETRATE_PCT	Perfurar Bloqueio
DETAILS_TOOLTIP_BLOCK_PENETRATE_PCT	Chance de perfurar a taxa de bloqueio físico do oponente (somente PVP)
TOOLTIP_APPLY_BLOCK_PENETRATE_PCT	Perfurar Bloqueio +%d%%	SA
FLOWER_EVENT_GET_SHOOT_CHRYSANTHEMUM_COUNT	<Jardim Secreto> Recebeu %d Semente de Amaranto.
FLOWER_EVENT_GET_SHOOT_MAY_BELL_COUNT	<Jardim Secreto> Recebeu %d Semente de Flor Cônica.
FLOWER_EVENT_GET_SHOOT_DAFFODIL_COUNT	<Jardim Secreto> Recebeu %d Semente de Narciso.
FLOWER_EVENT_GET_SHOOT_LILY_COUNT	<Jardim Secreto> Recebeu %d Semente de Lírio.
FLOWER_EVENT_GET_SHOOT_SUNFLOWER_COUNT	<Jardim Secreto> Recebeu %d Semente de Girassol.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Não é possível inserir Joia enquanto a interface de Joia estiver aberta.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Escolha um item na lista de busca
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Não há itens para os resultados da sua pesquisa
MESSAGE_CANNOT_USE_BEAD_ITEM	Este item não pode ser utilizado.
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN	<Invasão de Sung Mahi> O Portal para a Invasão de Sung Mahi\nabrirá em %s minutos.
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN_1M	<Invasão de Sung Mahi> O Portal para a Invasão de Sung Mahi\nabrirá em menos de um minuto.
SUNGMAHEE_GATE_ALREADY_OPEN	<Invasão de Sung Mahi> O Portal para a Invasão de Sung Mahi está aberto. Em %s minutos a entrada será fechada.
SUNGMAHEE_GATE_ALREADY_OPEN_1M	<Invasão de Sung Mahi> O Portal para a Invasão de Sung Mahi. Em menos de um minuto a entrada será fechada.
ELEMENT_BUFF_NONE_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de nenhum atributo.
ELEMENT_BUFF_FIRE_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo fogo.
ELEMENT_BUFF_ICE_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo gelo.
ELEMENT_BUFF_ELECT_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo relâmpago.
ELEMENT_BUFF_WIND_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo vento.
ELEMENT_BUFF_EARTH_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo terra.
ELEMENT_BUFF_DARK_TOOLTIP	Inflija dano com o bônus da Flor do Poder enquanto estiver com bônus de atributo trevas.
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK	Habilidade de destruir buffs com: %s\n
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_NONE	Nenhum atributo
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_FIRE	Atributo do fogo
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ICE	Atributo do gelo
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ELECT	Atributo do relâmpago
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_WIND	Atributo do vento
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_EARTH	Atributo da terra
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_DARK	Atributo das trevas
TOOLTIP_AFFECT_FLOWER_OF_GALE	Efeito da Flor Tempestuosa: Velocidade de Movimento +%d	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION	Efeito da Flor do Poder
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ANIMAL	Efeito da Flor do Poder: Bônus contra animais +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ELECT	Efeito da Flor do Poder: Bônus contra relâmpago +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_FIRE	Efeito da Flor do Poder: Bônus contra fogo +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ICE	Efeito da Flor do Poder: Bônus contra gelo +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_WIND	Efeito da Flor do Poder: Bônus contra vento +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_EARTH	Efeito da Flor do Poder: Bônus contra terra +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_DARK	Efeito da Flor do Poder: Bônus contra trevas +%d%%	SA
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_0	Pode ser conquistado na Invasão de Sung Mahi do Centro Shinsuyon.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_1	Pode ser conquistado na Invasão de Sung Mahi do Centro Chonjoyon.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_2	Pode ser conquistado na Invasão de Sung Mahi do Centro Jinnoyon.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_3	Pode ser conquistado na Invasão de Sung Mahi do Vale Suryong.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_4	Pode ser conquistado na Invasão de Sung Mahi do Deserto Yonbi.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_5	Pode ser conquistado na Invasão de Sung Mahi do Campo Doyama.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_6	Pode ser conquistado na Invasão de Sung Mahi da Montanha Sohan.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_7	Pode ser conquistado na Invasão de Sung Mahi da Caverna Demoníaca.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_8	Pode ser conquistado na Invasão de Sung Mahi da Floresta Encantada.
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_1	O Portal para a Invasão de Sung Mahi será aberto em breve na Planície Dongan.
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_2	Abra o mapa para verificar as entradas disponíveis para cada reino.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_OPEN	O Portal para a Invasão de Sung Mahi está aberto e você pode acessá-lo. A entrada está disponível até %d %d.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_CLOSE	O Portal para a Invasão de Sung Mahi está fechado.
SUNGMAHEE_GATE_MESSAGE_NOTICE_END	Todos os Portais de Sung Mahi estão sendo fechados.
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_CONQUEROR_LEVEL	Você deve ter nível conquistador para abrir.
SUNGMAHEE_GATE_MESSAGE_REGION_ACHIEVED_SUCCESS	Você recebeu a Insígnia %s!
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_IN_BATTLE_ROYALE	Não é possível abrir neste mapa.
MAP_SUNGMAHEE_GATE_A1	Centro Shinsuyon(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_B1	Centro Chonjoyon(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_C1	Centro Jinnoyon(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_THREEWAY	Vale Suryong(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_DESERT	Deserto Yonbi(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_FLAME	Campo Doyama(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_SNOW	Montanha Sohan(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_DEVILS	Caverna Demoníaca(Invasão S. Mahi)
MAP_SUNGMAHEE_GATE_DAWNMIST	Floresta Encantada(Invasão S. Mahi)
SUNGMAHEE_GATE_MESSAGE_DUNGEON_ELEMENT_INFO	O mapa atual está sendo afetado pelo atributo %s.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_REMAIN_TIME	Restam %d minutos para o fim da Invasão de Sung Mahi.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_END_TIME	O tempo limite foi atingido e você será movido para fora.
SUNGMAHEE_GATE_MAP_ELEMENT_NONE	Nenhum	
SUNGMAHEE_GATE_MAP_ELEMENT_FIRE	Fogo
SUNGMAHEE_GATE_MAP_ELEMENT_ELECT	Relâmpago
SUNGMAHEE_GATE_MAP_ELEMENT_ICE	Gelo
SUNGMAHEE_GATE_MAP_ELEMENT_WIND	Vento	
SUNGMAHEE_GATE_MAP_ELEMENT_EARTH	Terra
SUNGMAHEE_GATE_MAP_ELEMENT_DARK	Trevas
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Você será ressuscitado em um local aleatório do mapa.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Ressurreição aleatória
CUBE_ALCHEMY_BANN_SIGN	Não é possível realizar esta ação.
OKEY_EVENT_MESSAGE_CARD_PEICE_GAIN	Recebeu uma Carta Okey.
OKEY_EVENT_MESSAGE_CARD_GAIN	Recebeu um Baralho de Carta Okey.
OKEY_EVENT_MESSAGE_NO_MORE_GAIN	Não é possível receber mais Baralhos de Carta Okey.
OKEY_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	Você não possui itens ou gold suficiente para jogar.
OKEY_EVENT_MESSAGE_IN_EXCHANGE	Não é possível jogar Okey enquanto outras janelas estiverem abertas.
YUTNORI_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	Você não possui itens ou gold suficiente para jogar.
YUTNORI_EVENT_MESSAGE_CARD_PEICE_GAIN	Recebeu uma Bétula de Schmidt.
YUTNORI_EVENT_MESSAGE_CARD_GAIN	Recebeu um Yutnori Pan.
YUTNORI_EVENT_MESSAGE_NO_MORE_GAIN	Não é possível receber mais Yutnori Pan.
CATCHKING_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	Você não possui itens ou gold suficiente para jogar.
CATCHKING_EVENT_MESSAGE_CARD_PEICE_GAIN	Recebeu uma Carta K.
CATCHKING_EVENT_MESSAGE_CARD_GAIN	Recebeu um Deck K.
CATCHKING_EVENT_MESSAGE_NO_MORE_GAIN	Não é possível receber mais Deck K.
GEM_CONVERTER_MESSAGE_CONVERT_SUCCESS_GEM_STONE	<Gaya> %d Gemas Brutas foram consumidas.
GEM_CONVERTER_MESSAGE_CONVERT_SUCCESS_CONVERTER	<Gaya> Foram consumidos %d Conversores de Gaya.
GEM_CONVERTER_MESSAGE_USE_CONVERTER_QUESTION	<Gaya> Deseja utilizar o Conversor de Gaya?
GEM_CONVERTER_MESSAGE_NOT_ENOUGH_GEMSTONE	<Gaya> É necessário ter no mínimo %s Gemas Brutas.
GEM_CONVERTER_MESSAGE_NOT_ENOUGH_GOLD	<Gaya> Não possui gold suficiente.
GEM_CONVERTER_MESSAGE_GEM_MAX	<Gaya> Você possui o máximo de Gaya permitido.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	<Minérios> Não há espaço suficiente no inventário.
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Almas (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Almas Raras (%d/150)	SA
ROULETTE_REWARD_TEXT	Recompensa recebida.
CATEGORY_TUNING_ALCHEMY	Aumentar Chance
CUBE_CATEGORY_ALCHEMY	Catalisador
CUBE_SELECT_ITEM_FIRST	Selecione primeiro o item que deseja manufaturar
CUBE_DO_NOT_SAME_ALCHEMY_KINDS	Por favor, use o tipo de item correto
CUBE_FAIL	Manufaturação falhou
CUBE_USING_ALCHEMY_INFO	%s foi utilizado para manufaturar o item (%d).
CUBE_NOT_ENOUGHT_ALCHEMY_COUNT	Não possui %s suficiente.
LOOTING_SYSTEM_CANNOT_OPEN_MAP	Não é possível abrir neste mapa.
LOOTING_TICKET_DURATION	Tempo restante: %s
TOOLTIP_AFFECT_LOOTING_SYSTEM	Filtro de Espólios	SNA
MAP_12ZI_STAGE	Templo do Zodíaco
MAP_PVP_ARENA	Arena PVP
MAP_BATTLEARENA_01	Castelo Shinsu
MAP_BATTLEARENA_02	Castelo Chunjo
MAP_BATTLEARENA_03	Castelo Jinno
NPC_LOCATION_HELPER_MESSAGE_MAP_NOT_PROVIDED	Não é possível utilizar neste mapa.
NPC_LOCATION_HELPER_ATLAS_DONT_SHOW_MAP	O mapa completo não é fornecido para este mapa.
NPC_LOCATION_HELPER_ATLAS_UNLOCKED_MAP_1	Você não pode ver o mapa completo.
NPC_LOCATION_HELPER_ATLAS_UNLOCKED_MAP_2	Para ver o mapa inteiro, necessário manufaturar %s.
CUBE_CATEGORY_MAP	Mapas
NPC_LOCATION_HELPER_MESSAGE_MAP_UNLOCKED	%s foi aberto. De agora em diante, poderá utilizar todas as funções de %s.
NPC_LOCATION_HELPER_MAP_LOCKED	(N/A)
NPC_LOCATION_HELPER_MESSAGE_SHOULD_SELECT_CATEGORY	Selecione a região.
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_1	Ao usar %d Pedras do Teleporte, será movido para %s. Deseja continuar?
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_2	Necessário para teleporte:
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM	%s %d
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM_OR	ou
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_YANG	%d gold
NPC_LOCATION_HELPER_MESSAGE_NOT_ENOUGH_STONE_OF_WARP	Não possui Pedra do Teleporte suficiente.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_GOTO_OR_WARP	Este NPC não fornece serviço de teleporte.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_PLAYER_IN_INSTANCE_DUNGEON	Não é possível teletransportar a partir do mapa atual.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_CAN_ONLY_WARP_FROM_SAME_MAP	Só é possível teletransportar para o NPC enquanto estiver no mesmo mapa que o NPC.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_DIFFERENT_EMPIRE	Não é possível teletransportar para NPCs localizados em outros reinos.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_INSTANCE_DUNGEON	Não é possível teletransportar para esta dungeon.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_NEW_WORLD	Necessário nível conquistador 10 ou acima para teletransportar.
